epoch,lr-Adam,step,train_loss
,5e-05,0,
0,,49,3.8429179191589355
0,,99,3.8718714714050293
0,,149,3.625365734100342
0,,199,2.527533531188965
0,,249,2.9562976360321045
0,,299,2.174975872039795
0,,349,2.246891498565674
0,,399,1.6288933753967285
